fideid,name,country,sex,title,w_title,o_title,foa_title,standart_rating,rapid_rating,blitz_rating,birthday,flag,IM,IM_year,WFM,WFM_year,WCM,WCM_year,GM,GM_year,WIM,WIM_year,FM,FM_year,CM,CM_year,WGM,WGM_year,WH,WH_year
477710,"Subramanian, Anusha",ENG,F,WFM,WFM,N/A,N/A,2044,1865,1854,2009,w,False,0,True,2024,True,2023,False,0,False,0,False,0,False,0,False,0,False,0
5002036,"Subramanian, S.C.",IND,M,CM,N/A,FI,N/A,2006,0,2040,1967,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2023,False,0,False,0
10216200,"Subrota, Biswas",BAN,M,FM,N/A,N/A,N/A,2230,2309,2200,2002,N/A,False,0,False,0,False,0,False,0,False,0,True,2020,True,2018,False,0,False,0
14923653,"Sucikova, Svetlana",SVK,F,WIM,WIM,N/A,N/A,2174,2090,2089,1999,w,False,0,True,2016,False,0,False,0,True,2021,False,0,False,0,False,0,False,0
1203479,"Suciu, Dinu-Simi",ROU,M,FM,N/A,N/A,N/A,1978,2067,2138,1967,N/A,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
4129903,"Sudakova, Irina",RUS,F,WGM,WGM,FA,N/A,2239,2134,2095,1982,w,False,0,False,0,False,0,False,0,True,2001,False,0,False,0,True,2004,False,0
10803556,"Sudalaimuthu, Abinesh Lakshwin",KEN,M,CM,N/A,N/A,N/A,1552,1613,1574,2008,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2017,False,0,False,0
14502976,"Sudar, Boris",CRO,M,CM,N/A,N/A,N/A,2151,0,2121,1977,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2020,False,0,False,0
1195310,"Suder, Jakub",POL,M,FM,N/A,N/A,N/A,2344,2223,2264,2004,N/A,False,0,False,0,False,0,False,0,False,0,True,2021,False,0,False,0,False,0
5208920,"Suede, Mikee Charlene",PHI,F,WIM,WIM,FI,N/A,2011,2048,2091,1994,wi,False,0,False,0,False,0,False,0,True,2015,False,0,False,0,False,0,False,0
7103867,Sufian,INA,M,FM,N/A,N/A,N/A,2153,0,0,1973,i,False,0,False,0,False,0,False,0,False,0,True,2015,False,0,False,0,False,0
4134710,"Sufiev, Rinat",RUS,M,FM,N/A,N/A,N/A,2159,2012,2109,1963,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
8101345,"Suha, Samhouri",JOR,F,WFM,WFM,N/A,N/A,0,0,0,1985,w,False,0,True,2004,False,0,False,0,False,0,False,0,False,0,False,0,False,0
45015961,Suhaani Lohia,IND,F,WCM,WCM,N/A,N/A,1783,1594,1676,2009,wi,False,0,False,0,True,2016,False,0,False,0,False,0,False,0,False,0,False,0
9300228,"Suhail, Abdurahim",UAE,M,CM,N/A,N/A,N/A,2239,0,2216,1971,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2012,False,0,False,0
4804015,"Suhaila, M. Mohsin,",IRQ,F,WCM,WCM,N/A,N/A,1795,0,0,1998,wi,False,0,False,0,True,2009,False,0,False,0,False,0,False,0,False,0,False,0
7100469,"Suhendra, Andi Supardi",INA,M,IM,N/A,N/A,N/A,2056,2214,0,1972,N/A,True,1991,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
33100047,"Suico, Melinda",CAY,F,WCM,WCM,N/A,N/A,1654,1428,0,,w,False,0,False,0,True,2024,False,0,False,0,False,0,False,0,False,0,False,0
136360,"Suito Nakasone, Catherine",ARG,F,WCM,WCM,N/A,N/A,1964,1904,1904,2001,wi,False,0,False,0,True,2016,False,0,False,0,False,0,False,0,False,0,False,0
5012619,"Sujatha, S.",IND,F,WCM,WCM,N/A,N/A,2013,0,0,1979,wi,False,0,False,0,True,2023,False,0,False,0,False,0,False,0,False,0,False,0
17500680,Suk Raj Monger,BHU,M,CM,N/A,NA,N/A,1854,0,0,1997,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2024,False,0,False,0
7101937,"Sukandar, Irine Kharisma",INA,F,IM,WGM,N/A,N/A,2330,2375,2256,1992,w,True,2014,True,2004,False,0,False,0,True,2007,False,0,False,0,True,2009,False,0
4167155,"Sukhareva, Evgeniya",RUS,F,WFM,WFM,N/A,N/A,2128,2130,2122,1987,w,False,0,True,2020,False,0,False,0,False,0,False,0,False,0,False,0,False,0
4135016,"Sukhareva, Olga",RUS,F,WFM,WFM,FA,N/A,2112,0,0,1963,wi,False,0,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
4162331,"Sukhareva, Valentina",RUS,F,WFM,WFM,N/A,N/A,1821,1683,1830,1986,w,False,0,True,2021,False,0,False,0,False,0,False,0,False,0,False,0,False,0
39923738,"Sukhiashvili, Alexander",USA,M,CM,N/A,N/A,N/A,2014,0,0,2011,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2025,False,0,False,0
4113063,"Sukhorukov, Andrey S.",RUS,M,FM,N/A,N/A,N/A,2206,2221,2164,1971,i,False,0,False,0,False,0,False,0,False,0,True,2005,False,0,False,0,False,0
11400099,"Sukhu, Gloria",FIJ,F,WCM,WCM,NI,N/A,1615,1633,1686,1954,w,False,0,False,0,True,2013,False,0,False,0,False,0,False,0,False,0,False,0
13317245,"Sukiasyan, Vahe A.",ARM,M,FM,N/A,N/A,N/A,2381,2268,2278,2008,N/A,False,0,False,0,False,0,False,0,False,0,True,2024,False,0,False,0,False,0
16502310,"Sukovic, Andrej",MNE,M,FM,N/A,N/A,N/A,2264,2345,2371,1999,N/A,False,0,False,0,False,0,False,0,False,0,True,2017,False,0,False,0,False,0
4700040,"Sula, Zeqir",ALB,M,FM,N/A,N/A,N/A,2272,0,2289,1949,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
13602284,"Sulashvili, Malkhaz",GEO,M,IM,N/A,N/A,N/A,2381,2291,2281,1986,i,True,2006,False,0,False,0,False,0,False,0,True,2004,False,0,False,0,False,0
14503514,"Sulc, Damir",CRO,M,FM,N/A,N/A,N/A,2083,2188,2173,1962,i,False,0,False,0,False,0,False,0,False,0,True,2005,False,0,False,0,False,0
14504928,"Sulc, Gordana",CRO,F,WFM,WFM,N/A,N/A,1895,1947,1922,1961,w,False,0,True,2006,False,0,False,0,False,0,False,0,False,0,False,0,False,0
4127943,"Suleimanov, Marat",RUS,M,FM,N/A,N/A,N/A,2308,2218,2301,1980,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
24100390,"Suleimanov, Radik",RUS,M,FM,N/A,N/A,N/A,2337,2233,2237,1959,i,False,0,False,0,False,0,False,0,False,0,True,2013,False,0,False,0,False,0
4137728,"Suleimanova, Ava",UKR,F,WGM,WGM,N/A,N/A,2096,2117,1985,1982,w,False,0,False,0,False,0,False,0,True,2002,False,0,False,0,True,2010,False,0
13724452,"Suleimen, Ergali",KAZ,M,FM,N/A,N/A,N/A,2300,2241,2230,2008,N/A,False,0,False,0,False,0,False,0,False,0,True,2023,False,0,False,0,False,0
13707213,"Suleyev, Alen",KAZ,M,FM,N/A,NA,N/A,2096,2164,2293,2000,N/A,False,0,False,0,False,0,False,0,False,0,True,2019,False,0,False,0,False,0
13413937,"Suleymanli, Aydin",AZE,M,GM,N/A,N/A,N/A,2623,2535,2593,2005,N/A,True,2019,False,0,False,0,True,2021,False,0,True,2017,True,2014,False,0,False,0
13416375,"Suleymanli, Suleyman",AZE,M,FM,N/A,N/A,N/A,2280,2177,2293,2006,N/A,False,0,False,0,False,0,False,0,False,0,True,2022,True,2016,False,0,False,0
13418548,"Suleymanov, Ali",AZE,M,CM,N/A,N/A,N/A,1799,1739,1809,2008,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2016,False,0,False,0
13414895,"Suleymanova, Makhrug",AZE,F,WFM,WFM,N/A,N/A,2127,0,0,1979,wi,False,0,True,2017,False,0,False,0,False,0,False,0,False,0,False,0,False,0
24149357,"Suleymanyants, Odisey",RUS,M,FM,N/A,N/A,N/A,2208,2063,2009,1970,N/A,False,0,False,0,False,0,False,0,False,0,True,2010,False,0,False,0,False,0
13707833,"Suleymenov, Alisher",KAZ,M,GM,N/A,N/A,N/A,2481,2428,2381,2000,N/A,True,2019,False,0,False,0,True,2023,False,0,True,2016,False,0,False,0,False,0
7105827,"Suliati, Annisa",INA,F,WFM,WFM,N/A,N/A,2190,0,0,1999,wi,False,0,True,2014,False,0,False,0,False,0,False,0,False,0,False,0,False,0
12801674,"Sulikiene, Kristina",LTU,F,WCM,WCM,N/A,N/A,1860,1832,1857,1980,wi,False,0,False,0,True,2020,False,0,False,0,False,0,False,0,False,0,False,0
7100370,"Sulistya, Maria Lucia Ratna",INA,F,WIM,WIM,N/A,N/A,2225,0,0,1975,wi,False,0,False,0,False,0,False,0,True,1993,False,0,False,0,False,0,False,0
14401762,"Suljovic, Sulejman",SRB,M,FM,N/A,N/A,N/A,2182,2161,2153,1962,N/A,False,0,False,0,False,0,False,0,False,0,True,2012,False,0,False,0,False,0
2002124,"Sulman, Robert",USA,M,FM,N/A,N/A,N/A,2222,2262,0,1961,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
12800112,"Sulskis, Sarunas",LTU,M,GM,N/A,FT,N/A,2491,2435,2457,1972,N/A,False,0,False,0,False,0,True,1996,False,0,False,0,False,0,False,0,False,0
9301143,"Sultan, Ibrahim",UAE,M,IM,N/A,N/A,N/A,2215,2036,1972,1997,N/A,True,2015,False,0,False,0,False,0,False,0,True,2014,False,0,False,0,False,0
10204482,"Sultana, Sharmin Shirin",BAN,F,WIM,WIM,N/A,N/A,1960,2027,1992,1987,w,False,0,True,2013,False,0,False,0,True,2019,False,0,False,0,False,0,False,0
10201220,"Sultana, Zakia",BAN,F,WFM,WFM,N/A,N/A,1852,1857,1921,1967,w,False,0,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
13710419,"Sultanbek, Zeinep",KAZ,F,WIM,WIM,N/A,N/A,2037,2019,2122,2004,w,False,0,False,0,True,2014,False,0,True,2022,False,0,False,0,False,0,False,0
4144139,"Sultanov, Alexander V.",RUS,M,FM,N/A,N/A,N/A,2302,0,2135,1978,i,False,0,False,0,False,0,False,0,False,0,True,2007,False,0,False,0,False,0
4170407,"Sultimov, Bulat",RUS,M,FM,N/A,N/A,N/A,2288,2198,0,1986,i,False,0,False,0,False,0,False,0,False,0,True,2008,False,0,False,0,False,0
702021,"Sulyok, Sandor",HUN,M,FM,N/A,N/A,N/A,2099,0,0,1958,N/A,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
14100487,"Sulypa, Oleksandr",UKR,M,GM,N/A,N/A,N/A,2455,2363,2377,1972,N/A,False,0,False,0,False,0,True,2001,False,0,False,0,False,0,False,0,False,0
4125312,"Sumaneev, Dmitry",RUS,M,IM,N/A,N/A,N/A,2450,0,0,1974,i,True,1998,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
45102635,"Sumarriva Paulin, Laura",FRA,F,WFM,WFM,N/A,N/A,1989,1950,1801,2005,w,False,0,True,2020,False,0,False,0,False,0,False,0,False,0,False,0,False,0
14105500,"Sumets, Andrey",UKR,M,GM,N/A,N/A,N/A,2511,2509,2429,1980,N/A,True,2000,False,0,False,0,True,2006,False,0,False,0,False,0,False,0,False,0
100889,"Sumiacher, Carlos",ARG,M,FM,N/A,N/A,N/A,2315,0,0,1949,i,False,0,False,0,False,0,False,0,False,0,True,2010,False,0,False,0,False,0
1300385,"Summermatter, Daniel",SUI,M,FM,N/A,N/A,N/A,2309,0,0,1964,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
400980,"Summerscale, Aaron P",ENG,M,GM,N/A,N/A,N/A,2395,2378,0,1969,i,True,1994,False,0,False,0,True,1997,False,0,False,0,False,0,False,0,False,0
6601294,"Sun Chin, Robert Patrick",PAN,M,CM,N/A,N/A,N/A,2065,1981,1983,2001,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2017,False,0,False,0
8604150,"Sun, Fanghui",CHN,F,WIM,WIM,N/A,N/A,2208,2202,0,1993,w,False,0,False,0,False,0,False,0,True,2018,False,0,False,0,False,0,False,0
30965659,"Sun, Ryan",USA,M,FM,N/A,N/A,N/A,2268,0,2066,2011,N/A,False,0,False,0,False,0,False,0,False,0,True,2023,True,2022,False,0,False,0
8600813,"Sun, Xinyue",CHN,F,WFM,WFM,N/A,N/A,2161,0,0,1995,wi,False,0,True,2017,False,0,False,0,False,0,False,0,False,0,False,0,False,0
8614520,"Sun, Yucan",CHN,F,WCM,WCM,N/A,N/A,1725,1749,1722,2006,wi,False,0,False,0,True,2014,False,0,False,0,False,0,False,0,False,0,False,0
14580233,"Sundac, Ivano",CRO,M,CM,N/A,N/A,N/A,2090,2056,2202,2008,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2024,False,0,False,0
5005370,"Sundararajan, Kidambi",IND,M,GM,N/A,N/A,N/A,2389,2398,2409,1982,i,True,2001,False,0,False,0,True,2009,False,0,False,0,False,0,False,0,False,0
5002257,"Sunil, Lahane",IND,M,CM,N/A,N/A,N/A,2208,0,0,1966,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2022,False,0,False,0
4159799,"Sunjaikin, Boris",RUS,M,FM,N/A,N/A,N/A,2316,2203,2275,1985,i,False,0,False,0,False,0,False,0,False,0,True,2014,False,0,False,0,False,0
2100037,"Sunye Neto, Jaime",BRA,M,GM,N/A,N/A,N/A,2370,2386,2345,1957,N/A,True,1980,False,0,False,0,True,1986,False,0,False,0,False,0,False,0,False,0
14600773,"Supancic, Darko",SLO,M,FM,N/A,N/A,N/A,2275,2214,2176,1957,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
13600664,"Supatashvili, Khvicha",GEO,M,IM,N/A,N/A,N/A,2463,0,0,1969,i,True,1993,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
2106388,"Supi, Luis Paulo",BRA,M,GM,N/A,N/A,N/A,2557,2536,2512,1996,N/A,True,2013,False,0,False,0,True,2018,False,0,True,2013,False,0,False,0,False,0
5063388,"Supriya, Joshi",IND,F,WCM,WCM,N/A,N/A,2025,1955,0,1994,wi,False,0,False,0,True,2024,False,0,False,0,False,0,False,0,False,0,False,0
6702465,"Sura, Kalvin",ESA,M,CM,N/A,N/A,N/A,1947,0,1991,1962,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2024,False,0,False,0
305782,"Suran, Jan",CZE,M,IM,N/A,N/A,N/A,2370,2279,2439,1977,N/A,True,2015,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
3502775,"Suri, Alberto",CUB,M,FM,N/A,N/A,N/A,2335,0,0,1977,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
4131290,"Surin, Vitaly",RUS,M,IM,N/A,N/A,N/A,2402,0,0,1952,i,True,1998,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
14106558,"Surjadnji, Aleksei",UKR,M,IM,N/A,N/A,N/A,2421,0,0,1976,i,True,1997,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
4187342,"Surkov, Vladimir",RUS,M,FM,N/A,N/A,N/A,2248,2210,0,1955,i,False,0,False,0,False,0,False,0,False,0,True,2006,False,0,False,0,False,0
4187814,"Surov, Sergey",RUS,M,FM,N/A,N/A,N/A,2160,2078,2193,1965,N/A,False,0,False,0,False,0,False,0,False,0,True,2007,False,0,False,0,False,0
5300010,"Sursock, Sameer",LBN,M,FM,N/A,N/A,N/A,1976,1992,1996,,N/A,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
4155513,"Survilo, Alla",RUS,F,WFM,WFM,N/A,N/A,1983,1970,1864,1967,wi,False,0,True,2013,False,0,False,0,False,0,False,0,False,0,False,0,False,0
14104440,"Sushchov, Oleksandr",POL,M,IM,N/A,N/A,N/A,2363,2358,2348,1980,N/A,True,2011,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
7101651,"Susilodinata, Andrean",INA,M,IM,N/A,N/A,N/A,2359,2288,2238,1990,N/A,True,2024,False,0,False,0,False,0,False,0,True,2007,False,0,False,0,False,0
34334114,"Suslov, Dmitrii",FID,M,CM,N/A,N/A,N/A,2204,2006,2102,2008,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2023,False,0,False,0
24149411,"Suslov, Evgeniy",RUS,M,FM,N/A,N/A,N/A,2133,2237,2242,1986,N/A,False,0,False,0,False,0,False,0,False,0,True,2017,False,0,False,0,False,0
24111643,"Suslova, Alena",RUS,F,WFM,WFM,N/A,N/A,2157,2141,2057,1993,wi,False,0,True,2007,False,0,False,0,False,0,False,0,False,0,False,0,False,0
3300234,"Sustach, Marcos",BOL,M,FM,N/A,N/A,N/A,2036,2095,2121,1968,N/A,False,0,False,0,False,0,False,0,False,0,True,2004,False,0,False,0,False,0
4116518,"Susterman, Lazar",RUS,M,IM,N/A,N/A,N/A,2290,0,0,1950,i,True,1999,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
7105380,"Sutanti, Tiara Nugraeni Eka",INA,F,WFM,WFM,N/A,N/A,1925,0,0,1996,wi,False,0,True,2013,False,0,False,0,False,0,False,0,False,0,False,0,False,0
14400820,"Sutkovic, Damir",BIH,M,IM,N/A,N/A,N/A,2289,2246,2277,1978,N/A,True,2017,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
709034,"Suto, Gabor",HUN,M,FM,N/A,N/A,N/A,2098,2003,2069,1974,N/A,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
4120922,"Sutorikhin, Jevgenij",RUS,M,IM,N/A,N/A,N/A,2121,2021,2021,1969,i,True,2001,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
4102991,"Sutorikhin, Vladimir",RUS,M,IM,N/A,N/A,N/A,2326,0,0,1948,i,True,1992,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
24108669,"Sutormin, Danila",RUS,M,FM,N/A,N/A,N/A,2381,2368,2302,1997,N/A,False,0,False,0,False,0,False,0,False,0,True,2014,False,0,False,0,False,0
2802007,"Sutovsky, Emil",ISR,M,GM,N/A,N/A,N/A,2590,2594,2524,1977,N/A,True,1993,False,0,False,0,True,1996,False,0,False,0,False,0,False,0,False,0
1300474,"Sutter, Oliver",SUI,M,FM,N/A,FI,N/A,2301,2267,2207,1970,N/A,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
2600056,"Suttles, Duncan",CAN,M,GM,N/A,N/A,N/A,2420,0,0,1945,i,True,1967,False,0,False,0,True,1973,False,0,False,0,False,0,False,0,False,0
4180593,"Sutyrin, Yuriy",RUS,M,FM,N/A,N/A,N/A,2400,0,0,1954,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
12977063,"Suvorov, Alexander",GER,M,FM,N/A,N/A,N/A,2357,2290,2285,2003,N/A,False,0,False,0,False,0,False,0,False,0,True,2019,False,0,False,0,False,0
12977071,"Suvorov, Luca",GER,M,FM,N/A,N/A,N/A,2403,2203,2267,2003,N/A,False,0,False,0,False,0,False,0,False,0,True,2019,False,0,False,0,False,0
4135156,"Suvorov, Sergei",RUS,M,FM,N/A,N/A,N/A,2304,2204,2204,1972,i,False,0,False,0,False,0,False,0,False,0,True,2005,False,0,False,0,False,0
5058031,"Suvradeepta, Das",IND,M,FM,N/A,N/A,N/A,2324,2028,1974,1999,N/A,False,0,False,0,False,0,False,0,False,0,True,2024,False,0,False,0,False,0
5002532,"Suvrajit, Saha",IND,M,IM,N/A,N/A,N/A,2162,2138,2298,1976,N/A,True,2005,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
14210495,"Suyarov, Mukhammadzokhid",UZB,M,IM,N/A,N/A,N/A,2465,2337,2458,2009,N/A,True,2024,False,0,False,0,False,0,False,0,True,2022,False,0,False,0,False,0
385859,"Svacina, Tobias",CZE,M,CM,N/A,N/A,N/A,2215,1898,0,2006,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2025,False,0,False,0
14501759,"Svaljek, Radmila",CRO,F,WFM,WFM,N/A,N/A,1935,1960,0,1965,w,False,0,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
14910381,"Svana, Peter",SVK,M,FM,N/A,N/A,N/A,2241,2217,2221,1987,N/A,False,0,False,0,False,0,False,0,False,0,True,2023,False,0,False,0,False,0
359670,"Svanda, Ondrej",CZE,M,IM,N/A,N/A,N/A,2379,2241,2233,2003,N/A,True,2024,False,0,False,0,False,0,False,0,True,2019,False,0,False,0,False,0
311286,"Svanda, Pavel",CZE,M,FM,N/A,N/A,N/A,2082,2116,2001,1957,N/A,False,0,False,0,False,0,False,0,False,0,True,2010,False,0,False,0,False,0
12923044,"Svane, Frederik",GER,M,GM,N/A,N/A,N/A,2664,2476,2520,2004,N/A,True,2021,False,0,False,0,True,2022,False,0,True,2020,False,0,False,0,False,0
4657101,"Svane, Rasmus",GER,M,GM,N/A,N/A,N/A,2624,2616,2598,1997,N/A,True,2013,False,0,False,0,True,2016,False,0,False,0,False,0,False,0,False,0
304174,"Svatos, Jan",CZE,M,FM,N/A,N/A,N/A,2168,2193,2057,1971,N/A,False,0,False,0,False,0,False,0,False,0,True,2017,False,0,False,0,False,0
4116437,"Svechnikova, Marina.",RUS,F,WIM,WIM,N/A,N/A,2200,0,0,1966,wi,False,0,False,0,False,0,False,0,True,1993,False,0,False,0,False,0,False,0
1700553,"Svenn, Gosta",SWE,M,FM,N/A,N/A,N/A,2291,2207,2220,1962,N/A,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
1700200,"Svensson, Bengt 1960",SWE,M,IM,N/A,N/A,N/A,2299,2295,2314,1960,N/A,True,1996,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
24276120,"Svergina, Sofya",RUS,F,WCM,WCM,N/A,N/A,1931,1871,1871,2009,wi,False,0,False,0,True,2016,False,0,False,0,False,0,False,0,False,0,False,0
11601884,"Sveshnikov, Vladimir",LAT,M,IM,N/A,N/A,N/A,2417,2381,2264,1986,N/A,True,2011,False,0,False,0,False,0,False,0,True,2007,False,0,False,0,False,0
4168518,"Sveshnikov, Yuriy",RUS,M,FM,N/A,N/A,N/A,2377,0,0,1933,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
24102610,"Svetlov, Dmitry",FID,M,IM,N/A,N/A,N/A,2335,2338,2348,1993,i,True,2015,False,0,False,0,False,0,False,0,True,2008,False,0,False,0,False,0
916315,"Svicevic, Rastko",SRB,M,FM,N/A,N/A,N/A,2144,2175,2075,1979,N/A,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
4102142,"Svidler, Peter",FID,M,GM,N/A,N/A,N/A,2698,2691,2684,1976,N/A,True,1991,False,0,False,0,True,1994,False,0,False,0,False,0,False,0,False,0
4125738,"Sviridonov, Sergei",RUS,M,FM,N/A,N/A,N/A,2363,0,0,1973,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
24109606,"Sviridova, Vlada",RUS,F,WFM,WFM,N/A,N/A,2144,2241,2101,1995,wi,False,0,True,2012,False,0,False,0,False,0,False,0,False,0,False,0,False,0
4130944,"Svistun, Olga",RUS,F,WIM,WIM,N/A,N/A,2227,2238,0,1977,wi,False,0,False,0,False,0,False,0,True,2000,False,0,False,0,False,0,False,0
14903563,"Svoboda, Svatopluk",CZE,M,IM,N/A,N/A,N/A,2345,2326,2387,1984,N/A,True,2018,False,0,False,0,False,0,False,0,True,2010,False,0,False,0,False,0
302767,"Svobodova, Michaela",CZE,F,WFM,WFM,N/A,N/A,2002,1967,1873,1966,w,False,0,True,2004,False,0,False,0,False,0,False,0,False,0,False,0,False,0
33100063,"Swaminathan, Laia",CAY,F,WCM,WCM,N/A,N/A,1627,1616,0,2008,w,False,0,False,0,True,2024,False,0,False,0,False,0,False,0,False,0,False,0
2400413,"Swan, Iain",SCO,M,FM,N/A,N/A,N/A,2260,0,2238,1961,i,False,0,False,0,False,0,False,0,False,0,True,2012,False,0,False,0,False,0
5019184,"Swapnil, S. Dhopade",IND,M,GM,N/A,FT,N/A,2419,2470,2425,1990,N/A,True,2010,False,0,False,0,True,2016,False,0,False,0,False,0,False,0,False,0
25629239,Swara Lakshmi S Nair,IND,F,WCM,WCM,N/A,N/A,2158,1776,1882,2006,w,False,0,False,0,True,2024,False,0,False,0,False,0,False,0,False,0,False,0
5003474,Swati Ghate,IND,F,WGM,WGM,N/A,N/A,2043,2107,1960,1980,w,False,0,False,0,False,0,False,0,True,1999,False,0,False,0,True,2004,False,0
5006511,"Swati, Mohota",IND,F,WFM,WFM,N/A,N/A,2041,2032,0,1978,w,False,0,True,2007,False,0,False,0,False,0,False,0,False,0,False,0,False,0
5028183,"Swayams, Mishra",IND,M,GM,N/A,FT,N/A,2446,2433,2412,1992,N/A,True,2012,False,0,False,0,True,2019,False,0,False,0,False,0,False,0,False,0
5001099,Sweety Patel,IND,F,WCM,WCM,N/A,N/A,1924,0,0,1998,wi,False,0,False,0,True,2008,False,0,False,0,False,0,False,0,False,0,False,0
25046497,Swera Ana Braganca,IND,F,WCM,WCM,N/A,N/A,1837,1777,1777,2003,wi,False,0,False,0,True,2014,False,0,False,0,False,0,False,0,False,0,False,0
1107313,"Swiatlowski, Lukasz",POL,M,CM,N/A,N/A,N/A,2199,0,0,1975,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2023,False,0,False,0
1101013,"Swic, Waldemar",POL,M,FM,N/A,N/A,N/A,2297,0,2251,1953,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
1126881,"Swiercz, Dariusz",USA,M,GM,N/A,N/A,N/A,2569,2647,2620,1994,N/A,True,2008,False,0,False,0,True,2009,False,0,True,2004,False,0,False,0,False,0
1010824,"Swinkels, Robin",NED,M,GM,N/A,N/A,N/A,2494,0,2414,1989,N/A,True,2007,False,0,False,0,True,2009,False,0,False,0,False,0,False,0,False,0
1600494,"Swoboda, Ernst",AUT,M,FM,N/A,N/A,N/A,2305,0,0,1959,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
1107232,"Swol, Michal",POL,M,FM,N/A,N/A,N/A,2248,2222,0,1977,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
7100655,"Syaiful, Hidayat",INA,M,CM,N/A,FI,N/A,2252,0,0,1975,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2022,False,0,False,0
4114060,"Sychev, Klementy",FID,M,GM,N/A,N/A,N/A,2542,2489,2568,1996,N/A,True,2014,False,0,False,0,True,2019,False,0,False,0,False,0,False,0,False,0
4148118,"Sychev, Sergey A.",RUS,M,FM,N/A,NA,N/A,2205,2171,2172,1980,N/A,False,0,False,0,False,0,False,0,False,0,True,2008,False,0,False,0,False,0
13506170,"Sychev, Vladimir",RUS,M,FM,N/A,N/A,N/A,2102,0,2166,1947,i,False,0,False,0,False,0,False,0,False,0,True,2006,False,0,False,0,False,0
14125927,"Sychevskyy, Andriy",UKR,M,FM,N/A,N/A,N/A,2242,2142,2142,1998,i,False,0,False,0,False,0,False,0,False,0,True,2016,False,0,False,0,False,0
4148789,"Sychyova, Olga",RUS,F,WFM,WFM,N/A,N/A,2103,2105,0,1981,wi,False,0,True,2010,False,0,False,0,False,0,False,0,False,0,False,0,False,0
1100475,"Sydor, Andrzej",POL,M,IM,N/A,N/A,N/A,2325,0,0,1937,i,True,1970,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
14145928,"Sydoryka, Vladyslav",UKR,M,FM,N/A,N/A,N/A,2294,2250,2293,2003,N/A,False,0,False,0,False,0,False,0,False,0,True,2019,False,0,False,0,False,0
